,City,Name,Score,Link,Pets,Price
318,Rome,A Secret Corner,9.5,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,112
319,Rome,"LoveRomeApartments PANTHEON, Navona square",9.2,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,236
320,Rome,Colosseum Jacuzzi Suites,8.1,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",96
321,Rome,Vatican Garden Rooms,9.3,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,43
322,Rome,Corso Boutique Luxury Rooms,9.2,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,122
323,Rome,Hotel Pavia,7.2,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,58
324,Rome,Baboon Room,9.6,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,131
325,Rome,Portrait Roma - Lungarno Collection,9.6,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",602
326,Rome,HT N°9 Colosseo,8.5,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,105
327,Rome,Relais Piazza Del Popolo,9.5,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,90
328,Rome,Hotel d’Inghilterra Roma – Starhotels Collezione,8.4,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",274
329,Rome,Hotel Locarno,9.3,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,254
330,Rome,Trevi Penthouse with Jacuzzi,8.2,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",142
331,Rome,Hotel Navona,8.7,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,107
332,Rome,The Mendeli Suite,9.0,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",96
333,Rome,Gulliver's Lodge,8.7,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,78
334,Rome,Vatican Chic B&B,9.6,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,109
335,Rome,Suite Inn Rome,8.9,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",99
336,Rome,Frattina FF italian suites,9.5,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",58
337,Rome,Hotel Dei Mille,7.7,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,56
338,Rome,Spanish Diamond Luxury Suites & Jacuzzi,9.6,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,141
340,Rome,Residenza A The Small Art Hotel,8.7,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,110
341,Rome,Residenza Il Giglio,8.8,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",75
342,Rome,Charm of Rome,7.5,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,62
343,Rome,Hotel Oxford,7.8,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,82
344,Rome,Malto Palace,8.7,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,60
345,Rome,Petit Bijou de Rome Vatican-Trastevere,9.3,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",128
346,Rome,Terrazze Navona,8.6,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,106
347,Rome,Palazzo Lupardi Relais,9.4,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,96
348,Rome,Design Loft Campo dei Fiori,9.1,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,179
349,Rome,Buonarroti Home,8.3,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,87
350,Rome,Appartamento Santi Quattro - Colosseo,8.5,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",110
351,Rome,DA ME Suites,9.0,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,116
352,Rome,Holiday House Roma Vaticano,9.4,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,126
353,Rome,Le Meridien Visconti Rome,8.8,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",169
354,Rome,Relais At Via Veneto,9.0,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,83
355,Rome,Shali Luxury Suite Spagna,8.2,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",95
356,Rome,Residenza Palline,9.4,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,101
357,Rome,Roma Central Guest House,9.1,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",66
358,Rome,Leonardo Suite Colosseo,9.8,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,480
359,Rome,Grand Hotel De La Minerve,8.5,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,294
360,Rome,Argentina Residenza Style Hotel,9.2,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",125
361,Rome,Town House Campo De Fiori,9.1,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",167
362,Rome,FRESH HOUSE MONTI,9.5,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,162
363,Rome,Suite 21 - Piazza Navona,9.3,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,194
364,Rome,Trastevere 2.0,9.6,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,107
365,Rome,Pellegrino 75 Double Bedroom,9.0,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,147
366,Rome,The Inn At The Roman Forum,9.3,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",337
367,Rome,Holidays Suites Navona,9.1,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,80
368,Rome,Hotel San Marco,7.9,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,98
369,Rome,126 Gracchi Suites,9.5,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,136
370,Rome,Hotel Fori Imperiali Cavalieri,8.7,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",97
371,Rome,Domus Roxy,9.4,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,84
372,Rome,BoRooms,9.0,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,96
373,Rome,The Roman Residence,9.8,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,394
374,Rome,Harry's Bar Trevi Hotel & Restaurant,9.3,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,243
375,Rome,Della Croce Rooms,9.2,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",137
376,Rome,Guesthouse Sant'Angelo,9.1,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,92
377,Rome,Minerva Monks Inn,8.6,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,84
378,Rome,Suite Valadier,8.9,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",237
379,Rome,Hotel Priscilla,7.0,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,94
380,Rome,Domus Serafino,9.6,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",72
381,Rome,Hotel Residenza In Farnese,8.3,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,162
382,Rome,Chic & Town Luxury Rooms,8.9,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",118
383,Rome,Il Giardino del Colosseo,8.9,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,164
384,Rome,Dulcis In Fundo,8.9,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,97
385,Rome,White flat Rione Monti,8.7,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",103
386,Rome,Roof Suite Rome,9.5,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",657
387,Rome,Palm Suites - Small Luxury Hotels of the World,9.0,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,392
388,Rome,Hotel Eden - Dorchester Collection,9.5,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,696
389,Rome,Adrianus Hotel,9.1,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,126
390,Rome,Hotel Ponte Sisto,8.7,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,122
391,Rome,Antica Dimora dell'Orso,8.2,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",106
392,Rome,Collina 48,8.7,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,48
393,Rome,Chester Suites,9.0,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,137
394,Rome,G55 Design Hotel,8.9,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,98
395,Rome,Rome55 - Piazza di Spagna,9.5,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",157
396,Rome,Hotel Suite Caesar,7.9,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,40
397,Rome,Trilussa Comfort House,9.4,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,175
398,Rome,Hotel City,8.1,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,118
399,Rome,Monti Panisperna suites,9.3,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,87
400,Rome,San Peter Lory's Aparts,9.5,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",164
401,Rome,Cola Di Rienzo Suite B&B,8.9,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,97
402,Rome,Hotel Lunetta,9.2,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,191
403,Rome,Margana Tower,9.2,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",406
404,Rome,B&B Colosseo Panoramic Rooms,9.2,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,116
405,Rome,Boutique Centrale Palace Hotel,9.0,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",258
406,Rome,Hotel Boutique Nazionale,8.3,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,82
407,Rome,Magic Double,8.3,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",42
408,Rome,Hotel Marco Polo Rome,7.6,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,118
409,Rome,THE ONE Boutique Hotel & SPA - Adults Only,9.0,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,208
410,Rome,Hanky Suite,9.4,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",94
411,Rome,Golden Nice Apartment,6.8,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",51
412,Rome,Viennese Due,6.2,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,41
413,Rome,Sallustio Luxury Suites,8.0,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,54
414,Rome,Landlord in Trastevere,9.4,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,74
415,Rome,Hotel Diplomatic,8.3,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,107
416,Rome,Al centro di Roma,9.2,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",94
417,Rome,Freedom Traveller,7.5,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,45
418,Rome,HT N°9 Colosseo,8.5,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,105
419,Rome,Hotel Max,7.6,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,72
420,Rome,Youroom Carrozze,9.6,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",147
421,Rome,Palazzo Lupardi Relais,9.4,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,96
422,Rome,Hotel Pace Helvezia,8.0,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,178
423,Rome,Deluxe Suite Welness,9.5,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,95
424,Rome,La Foresteria Luxury Suites,8.6,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,74
425,Rome,Bollo Apartments,8.5,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",76
426,Rome,126 Gracchi Suites,9.5,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,136
427,Rome,Hotel Centrale,8.3,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,103
428,Rome,S.Apollonia Suite Trastevere,9.6,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",195
429,Rome,Nazionale 51 Group,9.2,https://www.booking.com/hotel/it/donna-camilla-savelli.en-gb.html,Pets are allowed. Charges may be applicable.,101
430,Rome,Temple View,9.2,https://www.booking.com/hotel/it/best-western-plus-universo.en-gb.html,"Free!
Pets are allowed. No extra charges.",64
431,Rome,Iulia Guest House,8.4,https://www.booking.com/hotel/it/borgo-pio-2000.en-gb.html,Pets are not allowed.,55
432,Rome,Domus Trevi,9.6,https://www.booking.com/hotel/it/serena-roma.en-gb.html,"Free!
Pets are allowed. No extra charges.",92
433,Rome,Rhea Silvia Luxury Navona,9.6,https://www.booking.com/hotel/it/yes.en-gb.html,Pets are not allowed.,231
434,Rome,Hotel La Rovere,8.6,https://www.booking.com/hotel/it/j-k-place-roma.en-gb.html,Pets are allowed on request. Charges may be applicable.,202
435,Rome,La Girandola Bed & Breakfast,9.4,https://www.booking.com/hotel/it/residenza-ki.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",75
436,Rome,Hotel White,8.5,https://www.booking.com/hotel/it/hotel-royal-santina.en-gb.html,"Free!
Pets are allowed. No extra charges.",155
437,Rome,Town House Roma,9.0,https://www.booking.com/hotel/it/il-covo-b-b.en-gb.html,Pets are allowed on request. Charges may be applicable.,132
438,Rome,Guesthouse Alex II,7.8,https://www.booking.com/hotel/it/genova-roma.en-gb.html,Pets are not allowed.,38
439,Rome,Napoleone Luxury Home,8.7,https://www.booking.com/hotel/it/impero.en-gb.html,Pets are not allowed.,51
440,Rome,B&B 94Rooms Vatican-Scipioni,8.3,https://www.booking.com/hotel/it/antica-locanda-dell-0rso.en-gb.html,Pets are allowed on request. Charges may be applicable.,66
441,Rome,Hotel Concordia,8.1,https://www.booking.com/hotel/it/splendide-royal.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",123
442,Rome,Domus Porta Angelica,9.2,https://www.booking.com/hotel/it/capo-d-africa.en-gb.html,Pets are not allowed.,76
443,Rome,Mascagni Luxury Rooms & Suites,9.0,https://www.booking.com/hotel/it/fellini-inn-rome.en-gb.html,Pets are not allowed.,202
444,Rome,Margana Tower,9.2,https://www.booking.com/hotel/it/boutique-trevi.en-gb.html,Pets are not allowed.,406
445,Rome,Art Atelier Accomodation,9.0,https://www.booking.com/hotel/it/pantheon-inn.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",98
446,Rome,Boutique Centrale Palace Hotel,9.0,https://www.booking.com/hotel/it/residenza-paolo-vi.en-gb.html,Pets are not allowed.,258
447,Rome,romantica guest house,9.2,https://www.booking.com/hotel/it/delle-nazioni.en-gb.html,Pets are not allowed.,74
448,Rome,Trastevere Hyperloft & Garden,7.6,https://www.booking.com/hotel/it/albergo-abruzzi.en-gb.html,Pets are allowed on request. Charges may be applicable.,323
449,Rome,Caroline Suite,8.1,https://www.booking.com/hotel/it/mia-suites.en-gb.html,Pets are not allowed.,51
450,Rome,Sun Suite Luxury Pantheon,8.6,https://www.booking.com/hotel/it/giolli.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",115
451,Rome,Casa Belsiana,9.7,https://www.booking.com/hotel/it/suitesistina.en-gb.html,Pets are not allowed.,187
452,Rome,co.sleep,9.2,https://www.booking.com/hotel/it/condotti.en-gb.html,Pets are not allowed.,95
453,Rome,Courtyard Rome Suite,8.2,https://www.booking.com/hotel/it/trevi-b-b-roma.en-gb.html,"Free!
Pets are allowed on request. No extra charges.",59
